#reactor,perf-crimson-ms
293.10,99.90
291.00,97.00
292.40,97.70
290.70,97.30
291.70,97.30
293.10,97.70
290.70,97.00
291.60,97.70
291.60,97.30
292.00,97.30
291.00,97.70
292.30,97.30
292.00,97.70
291.00,97.00
292.30,97.30
290.40,97.30
292.70,97.70
291.00,97.00
292.00,97.70
292.30,97.70
291.00,97.00
