#io_context_pool,msgr-worker,fio,log,ceph_timer,ms_dispatch,safe_timer,taskfin_librbd
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18.40,28.00,7.30,0.00,0.00,0.00,0.00,0.00
17.60,27.20,7.60,0.00,0.00,0.00,0.00,0.00
17.70,27.70,7.70,0.00,0.00,0.00,0.00,0.00
17.60,27.60,7.30,0.00,0.00,0.00,0.00,0.00
18.30,27.70,7.30,0.00,0.00,0.00,0.00,0.00
18.60,27.90,7.30,0.00,0.00,0.00,0.00,0.00
18.00,28.00,7.70,0.00,0.00,0.00,0.00,0.00
17.90,27.90,7.60,0.00,0.00,0.00,0.00,0.00
18.00,27.30,7.90,0.00,0.00,0.00,0.00,0.00
17.90,28.20,7.30,0.00,0.00,0.00,0.00,0.00
18.00,28.00,7.60,0.00,0.00,0.00,0.00,0.00
18.40,27.70,7.30,0.00,0.00,0.00,0.00,0.00
18.60,28.20,7.00,0.00,0.00,0.00,0.00,0.00
19.00,28.00,7.00,0.00,0.00,0.00,0.00,0.00
19.60,28.60,6.90,0.00,0.00,0.00,0.00,0.00
19.30,29.30,6.30,0.00,0.00,0.00,0.00,0.00
19.00,28.20,6.90,0.00,0.00,0.00,0.00,0.00
19.00,29.00,7.00,0.00,0.00,0.00,0.00,0.00
17.60,27.20,7.60,0.00,0.00,0.00,0.00,0.00
18.30,28.00,7.90,0.00,0.00,0.00,0.00,0.00
17.90,27.20,7.60,0.00,0.00,0.00,0.00,0.00
17.60,27.70,7.30,0.00,0.00,0.00,0.00,0.00
17.90,27.90,7.90,0.00,0.00,0.00,0.00,0.00
18.00,27.30,7.30,0.00,0.00,0.00,0.00,0.00
18.30,27.90,7.60,0.00,0.00,0.00,0.00,0.00
17.60,27.30,7.60,0.00,0.00,0.00,0.00,0.00
17.60,28.20,7.60,0.00,0.00,0.00,0.00,0.00
18.00,27.70,7.60,0.00,0.00,0.00,0.00,0.00
17.90,27.20,7.00,0.00,0.00,0.00,0.00,0.00
26.60,40.00,13.30,0.00,0.00,0.00,0.00,0.00
30.30,42.00,11.70,0.00,0.00,0.00,0.00,0.00
30.60,41.90,12.00,0.00,0.00,0.00,0.00,0.00
31.00,42.30,11.70,0.00,0.00,0.00,0.00,0.00
30.00,41.50,12.60,0.00,0.00,0.00,0.00,0.00
31.00,42.30,11.30,0.00,0.00,0.00,0.00,0.00
30.60,41.90,11.60,0.00,0.00,0.00,0.00,0.00
30.30,41.70,11.60,0.00,0.00,0.00,0.00,0.00
30.60,42.30,12.30,0.00,0.00,0.00,0.00,0.00
30.60,41.90,11.30,0.00,0.00,0.00,0.00,0.00
30.60,42.70,12.30,0.00,0.00,0.00,0.00,0.00
30.30,41.50,12.60,0.00,0.00,0.00,0.00,0.00
31.00,42.00,11.70,0.00,0.00,0.00,0.00,0.00
30.90,42.90,11.90,0.00,0.00,0.00,0.00,0.00
30.30,41.70,11.70,0.00,0.00,0.00,0.00,0.00
30.90,42.50,12.30,0.00,0.00,0.00,0.00,0.00
30.60,42.00,11.70,0.00,0.00,0.00,0.00,0.00
30.30,41.50,11.30,0.00,0.00,0.00,0.00,0.00
30.30,42.00,12.00,0.00,0.00,0.00,0.00,0.00
30.90,42.20,11.60,0.00,0.00,0.00,0.00,0.00
30.00,42.00,12.30,0.00,0.00,0.00,0.00,0.00
31.00,41.70,11.30,0.00,0.00,0.00,0.00,0.00
30.60,42.50,11.90,0.00,0.00,0.00,0.00,0.00
30.30,42.00,11.70,0.00,0.00,0.00,0.00,0.00
31.20,42.50,12.60,0.00,0.00,0.00,0.00,0.00
30.60,42.30,12.00,0.00,0.00,0.00,0.00,0.00
29.60,41.20,12.30,0.00,0.00,0.00,0.00,0.00
31.40,42.30,11.70,0.00,0.00,0.00,0.00,0.00
30.30,41.90,12.30,0.00,0.00,0.00,0.00,0.00
30.60,42.30,11.30,0.00,0.00,0.00,0.00,0.00
33.30,40.00,6.70,0.00,0.00,0.00,0.00,0.00
42.60,50.50,15.90,0.00,0.00,0.00,0.00,0.00
42.60,50.00,16.00,0.00,0.00,0.00,0.00,0.00
42.90,50.50,15.60,0.00,0.00,0.00,0.00,0.00
43.00,50.70,16.00,0.00,0.00,0.00,0.00,0.00
42.60,50.20,15.60,0.00,0.00,0.00,0.00,0.00
42.00,49.70,16.30,0.00,0.00,0.00,0.00,0.00
42.90,50.20,16.20,0.00,0.00,0.00,0.00,0.00
45.40,50.00,18.60,0.00,0.00,0.00,0.00,0.00
42.90,50.20,15.30,0.00,0.00,0.00,0.00,0.00
42.60,51.00,16.00,0.00,0.00,0.00,0.00,0.00
42.90,50.20,15.90,0.00,0.00,0.00,0.00,0.00
42.30,50.30,15.70,0.00,0.00,0.00,0.00,0.00
43.20,50.80,16.20,0.00,0.00,0.00,0.00,0.00
42.30,50.70,15.60,0.00,0.00,0.00,0.00,0.00
43.20,50.50,16.30,0.00,0.00,0.00,0.00,0.00
41.70,49.70,16.70,0.00,0.00,0.00,0.00,0.00
42.60,49.80,15.60,0.00,0.00,0.00,0.00,0.00
42.60,51.00,16.30,0.00,0.00,0.00,0.00,0.00
42.60,49.80,15.60,0.00,0.00,0.00,0.00,0.00
43.00,51.00,16.30,0.00,0.00,0.00,0.00,0.00
42.30,50.00,15.60,0.00,0.00,0.00,0.00,0.00
46.20,50.20,18.90,0.00,0.00,0.00,0.00,0.00
44.70,50.00,17.30,0.00,0.00,0.00,0.00,0.00
42.20,49.80,15.90,0.00,0.00,0.00,0.00,0.00
45.00,50.30,17.60,0.00,0.00,0.00,0.00,0.00
44.50,49.80,17.60,0.00,0.00,0.00,0.00,0.00
43.00,50.70,16.60,0.00,0.00,0.00,0.00,0.00
42.60,50.20,15.00,0.00,0.00,0.00,0.00,0.00
42.00,49.70,15.70,0.00,0.00,0.00,0.00,0.00
37.60,43.80,12.50,0.00,0.00,0.00,0.00,0.00
51.40,51.70,18.30,0.00,0.00,0.00,0.00,0.00
50.80,51.20,17.90,0.00,0.00,0.00,0.00,0.00
51.70,52.00,18.30,0.00,0.00,0.00,0.00,0.00
50.80,50.50,18.60,0.00,0.00,0.00,0.00,0.00
51.70,52.30,18.60,0.00,0.00,0.00,0.00,0.00
51.20,51.50,17.60,0.00,0.00,0.00,0.00,0.00
51.40,51.70,18.30,0.00,0.00,0.00,0.00,0.00
51.80,52.20,17.90,0.00,0.00,0.00,0.00,0.00
50.60,52.00,18.30,0.00,0.00,0.00,0.00,0.00
51.00,52.70,18.30,0.00,0.00,0.00,0.00,0.00
50.50,51.80,17.90,0.00,0.00,0.00,0.00,0.00
50.00,51.00,19.30,0.00,0.00,0.00,0.00,0.00
51.20,52.80,18.20,0.00,0.00,0.00,0.00,0.00
53.30,51.30,17.30,0.00,0.00,0.00,0.00,0.00
58.50,51.50,17.90,0.00,0.00,0.00,0.00,0.00
53.60,51.70,18.00,0.00,0.00,0.00,0.00,0.00
56.40,51.20,17.60,0.00,0.00,0.00,0.00,0.00
51.70,52.00,18.30,0.00,0.00,0.00,0.00,0.00
55.20,50.80,17.20,0.00,0.00,0.00,0.00,0.00
51.40,52.00,19.00,0.00,0.00,0.00,0.00,0.00
50.80,51.20,18.20,0.00,0.00,0.00,0.00,0.00
52.30,52.00,18.30,0.00,0.00,0.00,0.00,0.00
53.40,50.80,17.60,0.00,0.00,0.00,0.00,0.00
52.70,51.30,17.70,0.00,0.00,0.00,0.00,0.00
51.80,51.80,18.20,0.00,0.00,0.00,0.00,0.00
50.30,51.00,19.30,0.00,0.00,0.00,0.00,0.00
