#reactor,perf-crimson-ms
1465.50,99.90
1460.80,97.70
1456.50,97.00
1459.70,97.30
1455.90,97.30
1460.50,97.70
1455.60,97.00
1461.00,97.30
1455.60,97.00
1460.80,97.70
1455.40,97.00
1460.90,97.70
1455.60,97.30
1461.90,97.30
1455.90,97.30
1459.70,97.30
1456.50,97.00
1459.10,97.70
1456.90,97.00
1460.10,97.70
1456.70,97.00
