#reactor,perf-crimson-ms
1498.50,99.90
1478.30,98.70
1467.30,97.70
1460.40,97.30
1460.60,97.30
1465.60,98.00
1461.50,97.30
1461.60,97.30
1466.20,97.70
1461.10,97.30
1466.20,97.70
1461.20,97.70
1460.50,97.30
1466.90,97.70
1461.50,97.30
1459.80,97.30
1466.90,98.00
1461.50,97.30
1459.50,97.30
1467.50,97.70
1460.10,97.30
1466.80,97.70
1461.20,97.70
