#io_context_pool,msgr-worker,fio,log,ceph_timer,ms_dispatch,safe_timer,taskfin_librbd
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18.30,28.20,7.00,0.00,0.00,0.00,0.00,0.00
18.00,28.00,7.00,0.00,0.00,0.00,0.00,0.00
17.30,28.00,6.60,0.00,0.00,0.00,0.00,0.00
17.30,27.60,7.00,0.00,0.00,0.00,0.00,0.00
17.30,27.70,7.00,0.00,0.00,0.00,0.00,0.00
18.20,27.60,6.60,0.00,0.00,0.00,0.00,0.00
17.30,28.30,7.00,0.00,0.00,0.00,0.00,0.00
18.00,27.90,6.60,0.00,0.00,0.00,0.00,0.00
17.30,27.70,7.40,0.00,0.00,0.00,0.00,0.00
18.00,28.00,6.70,0.00,0.00,0.00,0.00,0.00
17.60,28.20,6.90,0.00,0.00,0.00,0.00,0.00
17.00,27.30,7.30,0.00,0.00,0.00,0.00,0.00
17.90,27.90,6.60,0.00,0.00,0.00,0.00,0.00
17.60,27.30,6.60,0.00,0.00,0.00,0.00,0.00
17.60,28.20,7.30,0.00,0.00,0.00,0.00,0.00
17.60,27.70,6.60,0.00,0.00,0.00,0.00,0.00
17.60,28.20,6.60,0.00,0.00,0.00,0.00,0.00
17.70,28.00,6.60,0.00,0.00,0.00,0.00,0.00
17.60,28.20,6.90,0.00,0.00,0.00,0.00,0.00
17.70,28.00,7.70,0.00,0.00,0.00,0.00,0.00
17.90,28.20,6.90,0.00,0.00,0.00,0.00,0.00
17.40,28.00,6.60,0.00,0.00,0.00,0.00,0.00
17.70,28.00,6.60,0.00,0.00,0.00,0.00,0.00
17.30,27.90,7.00,0.00,0.00,0.00,0.00,0.00
18.00,28.00,7.30,0.00,0.00,0.00,0.00,0.00
17.30,27.20,7.60,0.00,0.00,0.00,0.00,0.00
18.00,28.30,7.60,0.00,0.00,0.00,0.00,0.00
17.60,28.20,7.00,0.00,0.00,0.00,0.00,0.00
18.40,28.00,7.00,0.00,0.00,0.00,0.00,0.00
31.30,25.00,6.20,0.00,0.00,0.00,0.00,0.00
27.70,40.00,11.70,0.00,0.00,0.00,0.00,0.00
28.30,38.90,10.30,0.00,0.00,0.00,0.00,0.00
28.70,39.70,11.00,0.00,0.00,0.00,0.00,0.00
32.40,38.30,11.00,0.00,0.00,0.00,0.00,0.00
32.50,38.20,11.00,0.00,0.00,0.00,0.00,0.00
32.40,38.70,10.60,0.00,0.00,0.00,0.00,0.00
31.90,38.20,10.90,0.00,0.00,0.00,0.00,0.00
33.00,39.30,10.00,0.00,0.00,0.00,0.00,0.00
31.90,37.90,10.90,0.00,0.00,0.00,0.00,0.00
33.00,39.30,11.30,0.00,0.00,0.00,0.00,0.00
31.90,38.50,10.60,0.00,0.00,0.00,0.00,0.00
33.00,38.30,10.60,0.00,0.00,0.00,0.00,0.00
32.30,38.90,10.60,0.00,0.00,0.00,0.00,0.00
31.60,37.70,11.60,0.00,0.00,0.00,0.00,0.00
33.30,39.20,10.90,0.00,0.00,0.00,0.00,0.00
32.00,38.70,11.00,0.00,0.00,0.00,0.00,0.00
32.20,37.90,10.30,0.00,0.00,0.00,0.00,0.00
32.70,39.00,10.60,0.00,0.00,0.00,0.00,0.00
32.20,38.20,10.60,0.00,0.00,0.00,0.00,0.00
33.00,39.00,11.60,0.00,0.00,0.00,0.00,0.00
32.00,38.30,10.30,0.00,0.00,0.00,0.00,0.00
32.60,38.90,11.30,0.00,0.00,0.00,0.00,0.00
32.40,38.70,11.00,0.00,0.00,0.00,0.00,0.00
31.90,37.90,10.60,0.00,0.00,0.00,0.00,0.00
32.70,38.70,11.00,0.00,0.00,0.00,0.00,0.00
31.90,38.50,10.30,0.00,0.00,0.00,0.00,0.00
33.00,38.70,11.00,0.00,0.00,0.00,0.00,0.00
