#reactor,perf-crimson-ms
18.60,0.60
18.60,0.60
18.60,0.60
18.60,0.60
18.60,0.60
18.60,0.60
18.60,0.60
18.60,0.60
18.60,0.60
18.60,0.60
18.60,0.60
18.60,0.60
18.60,0.60
18.60,0.60
18.60,0.60
18.60,0.60
18.60,0.60
18.60,0.60
18.60,0.60
18.60,0.60
18.60,0.60
