#reactor,perf-crimson-ms
1472.10,99.90
1473.70,98.00
1476.00,98.70
1472.70,98.30
1477.70,98.30
1472.00,98.30
1478.50,98.30
1471.90,98.30
1478.10,98.30
1473.40,98.30
1477.00,98.30
1472.40,98.30
1478.10,98.70
1472.80,98.30
1477.30,98.30
1472.80,98.00
1476.80,98.70
1472.70,98.30
1478.00,98.30
1471.80,98.00
1476.50,98.70
