#reactor,perf-crimson-ms
2171.40,99.90
2687.90,99.70
2679.10,99.00
2688.30,99.70
2678.10,99.30
2688.10,99.70
2678.40,99.00
2686.10,99.70
2680.60,99.30
2678.30,99.00
2688.30,99.70
2679.80,99.30
2687.70,99.70
2677.80,99.00
2688.50,99.70
2679.10,99.30
2688.10,99.30
2677.60,99.30
2689.50,99.70
2678.80,99.30
2679.80,99.30
