## num_jobs: 1
# iodepth iops total_ios clat_ms clat_stdev usr_cpu sys_cpu OSD_cpu OSD_mem FIO_cpu FIO_mem
 1  1278.84  383653.00  0.77  0.81  1.74  1.06  150.64  16.19  14.59  0.00 
 2  3528.88  1058671.00  0.56  0.59  2.07  1.63  178.55  18.00  20.74  0.00 
 4  5637.38  1691219.00  0.70  0.55  3.14  2.42  273.80  19.16  47.65  0.05 
 8  6787.43  2036235.00  1.17  1.00  2.75  2.04  303.40  19.20  35.55  0.43 
 16  7028.05  2108435.00  2.27  3.20  4.04  2.64  323.97  19.20  34.68  0.48 
 24  7036.28  2110953.00  3.40  4.70  4.92  2.97  321.93  19.20  53.76  0.43 
 32  6788.45  2036583.00  4.71  9.91  4.25  2.84  333.38  19.20  41.59  0.37 
 40  6472.23  1941754.00  6.17  13.14  4.92  2.85  314.33  19.20  50.24  0.32 
 52  5998.88  1799711.00  8.66  25.03  4.75  3.03  313.50  19.20  52.84  0.21 
 64  5892.25  1767888.00  10.85  34.09  4.67  3.08  28.59  19.20  2.58  0.05 
