#reactor,perf-crimson-ms
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
