#reactor,perf-crimson-ms
686.10,99.90
677.80,97.30
680.60,97.30
678.40,97.30
679.90,97.30
678.10,97.00
680.50,97.30
677.80,97.00
679.90,97.70
680.50,97.70
678.40,97.00
680.50,97.30
678.10,97.00
680.00,97.70
678.70,97.00
679.60,97.30
678.40,97.00
680.60,97.70
678.00,97.30
679.90,97.00
678.30,97.30
