#reactor,perf-crimson-ms
299.70,99.90
296.40,98.70
293.70,97.70
292.70,97.00
293.70,98.00
292.70,97.30
293.70,97.70
292.60,97.30
293.40,97.70
292.70,97.30
294.00,97.70
292.70,97.30
293.40,98.00
293.30,97.00
293.70,98.00
293.70,97.70
292.30,97.30
293.70,97.70
293.00,97.70
293.40,97.30
293.00,97.30
293.70,97.70
292.70,97.70
