#io_context_pool,msgr-worker,fio,log,ceph_timer,ms_dispatch,safe_timer,taskfin_librbd
29.60,40.90,11.30,0.00,0.00,0.00,0.00,0.00
30.00,41.30,11.30,0.00,0.00,0.00,0.00,0.00
29.60,40.90,11.30,0.00,0.00,0.00,0.00,0.00
29.70,40.70,12.30,0.00,0.00,0.00,0.00,0.00
29.60,41.50,11.30,0.00,0.00,0.00,0.00,0.00
29.40,40.70,11.70,0.00,0.00,0.00,0.00,0.00
26.60,40.00,13.30,0.00,0.00,0.00,0.00,0.00
42.00,50.70,15.60,0.00,0.00,0.00,0.00,0.00
41.20,50.20,15.60,0.00,0.00,0.00,0.00,0.00
42.30,51.00,15.30,0.00,0.00,0.00,0.00,0.00
41.20,50.20,15.30,0.00,0.00,0.00,0.00,0.00
42.60,51.30,15.70,0.00,0.00,0.00,0.00,0.00
41.80,50.20,15.90,0.00,0.00,0.00,0.00,0.00
42.00,51.00,15.60,0.00,0.00,0.00,0.00,0.00
42.20,50.80,15.30,0.00,0.00,0.00,0.00,0.00
41.40,50.70,15.30,0.00,0.00,0.00,0.00,0.00
42.60,50.50,15.60,0.00,0.00,0.00,0.00,0.00
41.70,50.30,15.30,0.00,0.00,0.00,0.00,0.00
42.00,50.70,15.00,0.00,0.00,0.00,0.00,0.00
41.80,51.50,15.90,0.00,0.00,0.00,0.00,0.00
41.40,50.00,15.00,0.00,0.00,0.00,0.00,0.00
42.60,51.20,15.90,0.00,0.00,0.00,0.00,0.00
41.00,49.70,16.60,0.00,0.00,0.00,0.00,0.00
41.50,50.50,15.30,0.00,0.00,0.00,0.00,0.00
42.00,51.00,15.30,0.00,0.00,0.00,0.00,0.00
41.50,50.50,15.70,0.00,0.00,0.00,0.00,0.00
41.70,51.30,15.70,0.00,0.00,0.00,0.00,0.00
41.50,50.50,15.00,0.00,0.00,0.00,0.00,0.00
42.30,51.00,15.60,0.00,0.00,0.00,0.00,0.00
41.20,50.50,15.60,0.00,0.00,0.00,0.00,0.00
41.70,50.30,15.30,0.00,0.00,0.00,0.00,0.00
41.50,50.80,16.00,0.00,0.00,0.00,0.00,0.00
42.00,50.70,15.60,0.00,0.00,0.00,0.00,0.00
41.80,51.20,15.30,0.00,0.00,0.00,0.00,0.00
41.70,50.00,15.30,0.00,0.00,0.00,0.00,0.00
40.90,50.50,15.00,0.00,0.00,0.00,0.00,0.00
33.30,46.70,13.30,0.00,0.00,0.00,0.00,0.00
49.20,49.80,17.90,0.00,0.00,0.00,0.00,0.00
50.30,50.70,18.00,0.00,0.00,0.00,0.00,0.00
49.80,51.20,18.20,0.00,0.00,0.00,0.00,0.00
49.70,50.30,18.30,0.00,0.00,0.00,0.00,0.00
49.80,51.50,17.90,0.00,0.00,0.00,0.00,0.00
49.70,50.70,18.00,0.00,0.00,0.00,0.00,0.00
49.50,50.50,17.30,0.00,0.00,0.00,0.00,0.00
49.70,51.00,18.00,0.00,0.00,0.00,0.00,0.00
49.80,50.80,17.90,0.00,0.00,0.00,0.00,0.00
50.30,51.00,18.30,0.00,0.00,0.00,0.00,0.00
49.20,50.80,17.90,0.00,0.00,0.00,0.00,0.00
49.00,50.00,18.70,0.00,0.00,0.00,0.00,0.00
50.40,51.20,17.90,0.00,0.00,0.00,0.00,0.00
50.30,50.70,18.60,0.00,0.00,0.00,0.00,0.00
50.40,51.20,18.20,0.00,0.00,0.00,0.00,0.00
50.00,51.00,18.00,0.00,0.00,0.00,0.00,0.00
49.20,50.50,17.60,0.00,0.00,0.00,0.00,0.00
51.40,51.30,18.30,0.00,0.00,0.00,0.00,0.00
49.20,50.50,18.30,0.00,0.00,0.00,0.00,0.00
50.60,51.30,18.00,0.00,0.00,0.00,0.00,0.00
49.50,50.50,17.90,0.00,0.00,0.00,0.00,0.00
50.70,51.00,17.70,0.00,0.00,0.00,0.00,0.00
49.50,50.50,18.20,0.00,0.00,0.00,0.00,0.00
49.70,51.00,17.30,0.00,0.00,0.00,0.00,0.00
50.60,51.70,18.70,0.00,0.00,0.00,0.00,0.00
49.80,50.80,17.60,0.00,0.00,0.00,0.00,0.00
49.70,50.70,19.60,0.00,0.00,0.00,0.00,0.00
50.40,50.80,17.60,0.00,0.00,0.00,0.00,0.00
49.70,50.70,18.30,0.00,0.00,0.00,0.00,0.00
46.70,40.00,20.00,0.00,0.00,0.00,0.00,0.00
60.10,53.20,21.30,0.00,0.00,0.00,0.00,0.00
59.70,53.00,21.00,0.00,0.00,0.00,0.00,0.00
59.50,52.80,21.30,0.00,0.00,0.00,0.00,0.00
60.00,53.00,20.30,0.00,0.00,0.00,0.00,0.00
59.80,53.50,21.20,0.00,0.00,0.00,0.00,0.00
59.70,52.70,20.30,0.00,0.00,0.00,0.00,0.00
58.80,52.50,20.60,0.00,0.00,0.00,0.00,0.00
60.00,53.30,20.70,0.00,0.00,0.00,0.00,0.00
59.80,53.20,20.90,0.00,0.00,0.00,0.00,0.00
59.70,52.70,22.00,0.00,0.00,0.00,0.00,0.00
59.20,52.80,20.30,0.00,0.00,0.00,0.00,0.00
59.70,53.00,21.30,0.00,0.00,0.00,0.00,0.00
59.80,53.50,21.20,0.00,0.00,0.00,0.00,0.00
60.00,53.00,20.00,0.00,0.00,0.00,0.00,0.00
60.10,53.50,21.60,0.00,0.00,0.00,0.00,0.00
59.00,52.70,20.00,0.00,0.00,0.00,0.00,0.00
59.50,52.80,20.90,0.00,0.00,0.00,0.00,0.00
60.70,53.70,20.60,0.00,0.00,0.00,0.00,0.00
59.80,53.20,20.60,0.00,0.00,0.00,0.00,0.00
60.00,53.00,20.60,0.00,0.00,0.00,0.00,0.00
60.10,53.50,20.90,0.00,0.00,0.00,0.00,0.00
61.00,53.30,21.30,0.00,0.00,0.00,0.00,0.00
57.80,51.20,21.60,0.00,0.00,0.00,0.00,0.00
60.60,53.30,20.70,0.00,0.00,0.00,0.00,0.00
60.10,53.20,20.60,0.00,0.00,0.00,0.00,0.00
59.40,52.70,20.60,0.00,0.00,0.00,0.00,0.00
61.40,54.00,21.30,0.00,0.00,0.00,0.00,0.00
59.50,52.80,20.30,0.00,0.00,0.00,0.00,0.00
59.70,53.00,20.30,0.00,0.00,0.00,0.00,0.00
53.40,33.30,20.00,0.00,0.00,0.00,0.00,0.00
61.40,51.30,21.00,0.00,0.00,0.00,0.00,0.00
60.10,50.50,21.20,0.00,0.00,0.00,0.00,0.00
60.60,50.70,22.30,0.00,0.00,0.00,0.00,0.00
61.20,50.80,20.60,0.00,0.00,0.00,0.00,0.00
61.70,51.30,21.60,0.00,0.00,0.00,0.00,0.00
60.40,50.50,21.60,0.00,0.00,0.00,0.00,0.00
60.30,51.00,21.00,0.00,0.00,0.00,0.00,0.00
61.50,51.50,21.60,0.00,0.00,0.00,0.00,0.00
60.60,49.70,22.60,0.00,0.00,0.00,0.00,0.00
60.80,51.20,21.30,0.00,0.00,0.00,0.00,0.00
60.60,51.00,21.30,0.00,0.00,0.00,0.00,0.00
61.10,50.50,20.90,0.00,0.00,0.00,0.00,0.00
61.70,51.70,21.60,0.00,0.00,0.00,0.00,0.00
60.80,50.20,21.20,0.00,0.00,0.00,0.00,0.00
61.30,51.30,21.30,0.00,0.00,0.00,0.00,0.00
60.40,50.50,20.90,0.00,0.00,0.00,0.00,0.00
61.40,51.30,21.30,0.00,0.00,0.00,0.00,0.00
61.50,51.20,21.60,0.00,0.00,0.00,0.00,0.00
62.00,51.00,21.30,0.00,0.00,0.00,0.00,0.00
61.50,51.80,21.60,0.00,0.00,0.00,0.00,0.00
60.60,50.30,21.00,0.00,0.00,0.00,0.00,0.00
60.60,51.00,23.40,0.00,0.00,0.00,0.00,0.00
60.80,50.50,20.90,0.00,0.00,0.00,0.00,0.00
60.70,50.70,20.70,0.00,0.00,0.00,0.00,0.00
61.50,51.50,21.30,0.00,0.00,0.00,0.00,0.00
61.00,51.00,21.30,0.00,0.00,0.00,0.00,0.00
62.80,51.50,21.60,0.00,0.00,0.00,0.00,0.00
60.60,51.30,21.00,0.00,0.00,0.00,0.00,0.00
61.20,50.50,21.60,0.00,0.00,0.00,0.00,0.00
40.00,40.00,20.00,0.00,0.00,0.00,0.00,0.00
66.00,52.70,23.00,0.00,0.00,0.00,0.00,0.00
64.10,51.80,23.20,0.00,0.00,0.00,0.00,0.00
65.00,52.00,23.00,0.00,0.00,0.00,0.00,0.00
64.80,51.80,22.30,0.00,0.00,0.00,0.00,0.00
65.00,52.30,23.00,0.00,0.00,0.00,0.00,0.00
64.50,51.80,22.60,0.00,0.00,0.00,0.00,0.00
64.30,52.00,23.00,0.00,0.00,0.00,0.00,0.00
64.10,51.50,23.60,0.00,0.00,0.00,0.00,0.00
64.30,52.00,22.60,0.00,0.00,0.00,0.00,0.00
65.20,51.80,22.90,0.00,0.00,0.00,0.00,0.00
64.00,51.30,23.00,0.00,0.00,0.00,0.00,0.00
64.40,51.80,22.30,0.00,0.00,0.00,0.00,0.00
64.60,52.00,22.60,0.00,0.00,0.00,0.00,0.00
66.00,52.70,23.00,0.00,0.00,0.00,0.00,0.00
64.80,52.80,23.20,0.00,0.00,0.00,0.00,0.00
64.30,51.30,22.30,0.00,0.00,0.00,0.00,0.00
64.10,52.20,22.60,0.00,0.00,0.00,0.00,0.00
65.70,52.30,23.00,0.00,0.00,0.00,0.00,0.00
63.10,50.80,23.90,0.00,0.00,0.00,0.00,0.00
65.40,52.70,23.00,0.00,0.00,0.00,0.00,0.00
63.80,51.50,22.60,0.00,0.00,0.00,0.00,0.00
66.00,52.30,23.00,0.00,0.00,0.00,0.00,0.00
64.40,51.50,22.60,0.00,0.00,0.00,0.00,0.00
64.60,52.00,22.60,0.00,0.00,0.00,0.00,0.00
65.20,52.50,22.90,0.00,0.00,0.00,0.00,0.00
64.30,51.70,22.30,0.00,0.00,0.00,0.00,0.00
64.80,51.80,23.20,0.00,0.00,0.00,0.00,0.00
64.30,51.70,22.00,0.00,0.00,0.00,0.00,0.00
64.10,51.80,22.90,0.00,0.00,0.00,0.00,0.00
40.00,46.70,13.30,0.00,0.00,0.00,0.00,0.00
67.20,52.80,22.90,0.00,0.00,0.00,0.00,0.00
66.00,52.30,23.30,0.00,0.00,0.00,0.00,0.00
67.50,53.20,23.20,0.00,0.00,0.00,0.00,0.00
67.00,52.70,23.00,0.00,0.00,0.00,0.00,0.00
67.20,53.50,22.90,0.00,0.00,0.00,0.00,0.00
67.00,52.70,22.70,0.00,0.00,0.00,0.00,0.00
66.80,52.80,23.20,0.00,0.00,0.00,0.00,0.00
67.40,53.70,24.60,0.00,0.00,0.00,0.00,0.00
67.20,53.50,22.60,0.00,0.00,0.00,0.00,0.00
68.00,53.70,23.70,0.00,0.00,0.00,0.00,0.00
66.80,52.80,22.90,0.00,0.00,0.00,0.00,0.00
67.00,53.30,23.30,0.00,0.00,0.00,0.00,0.00
67.20,52.80,23.20,0.00,0.00,0.00,0.00,0.00
66.60,53.00,22.70,0.00,0.00,0.00,0.00,0.00
67.80,53.80,24.30,0.00,0.00,0.00,0.00,0.00
67.40,53.00,22.70,0.00,0.00,0.00,0.00,0.00
67.00,53.30,22.70,0.00,0.00,0.00,0.00,0.00
67.80,53.80,24.00,0.00,0.00,0.00,0.00,0.00
66.00,52.70,24.00,0.00,0.00,0.00,0.00,0.00
67.80,54.20,23.20,0.00,0.00,0.00,0.00,0.00
66.60,53.00,23.30,0.00,0.00,0.00,0.00,0.00
67.20,53.50,23.20,0.00,0.00,0.00,0.00,0.00
66.60,52.70,22.30,0.00,0.00,0.00,0.00,0.00
66.80,53.20,22.90,0.00,0.00,0.00,0.00,0.00
66.60,53.70,23.30,0.00,0.00,0.00,0.00,0.00
66.80,52.80,23.20,0.00,0.00,0.00,0.00,0.00
68.00,54.30,23.00,0.00,0.00,0.00,0.00,0.00
67.10,53.20,23.90,0.00,0.00,0.00,0.00,0.00
65.00,52.70,23.70,0.00,0.00,0.00,0.00,0.00
60.00,46.70,13.30,0.00,0.00,0.00,0.00,0.00
71.70,54.00,25.00,0.00,0.00,0.00,0.00,0.00
68.80,52.20,25.60,0.00,0.00,0.00,0.00,0.00
71.70,54.30,25.00,0.00,0.00,0.00,0.00,0.00
70.10,53.20,24.30,0.00,0.00,0.00,0.00,0.00
71.40,54.30,25.30,0.00,0.00,0.00,0.00,0.00
69.50,53.50,25.30,0.00,0.00,0.00,0.00,0.00
68.30,52.30,25.00,0.00,0.00,0.00,0.00,0.00
70.40,54.50,24.90,0.00,0.00,0.00,0.00,0.00
70.60,53.70,24.70,0.00,0.00,0.00,0.00,0.00
70.70,54.20,25.20,0.00,0.00,0.00,0.00,0.00
70.30,53.30,25.00,0.00,0.00,0.00,0.00,0.00
69.80,53.80,24.20,0.00,0.00,0.00,0.00,0.00
70.60,53.70,24.70,0.00,0.00,0.00,0.00,0.00
69.80,53.50,24.60,0.00,0.00,0.00,0.00,0.00
71.00,54.00,25.30,0.00,0.00,0.00,0.00,0.00
68.80,52.80,25.50,0.00,0.00,0.00,0.00,0.00
70.00,53.70,24.30,0.00,0.00,0.00,0.00,0.00
70.10,53.50,24.90,0.00,0.00,0.00,0.00,0.00
70.00,54.00,25.00,0.00,0.00,0.00,0.00,0.00
71.40,54.20,25.50,0.00,0.00,0.00,0.00,0.00
69.40,53.70,24.30,0.00,0.00,0.00,0.00,0.00
70.40,53.80,24.90,0.00,0.00,0.00,0.00,0.00
70.00,53.00,24.30,0.00,0.00,0.00,0.00,0.00
69.40,53.30,24.00,0.00,0.00,0.00,0.00,0.00
70.40,53.80,24.90,0.00,0.00,0.00,0.00,0.00
68.60,52.70,25.60,0.00,0.00,0.00,0.00,0.00
70.40,53.80,24.90,0.00,0.00,0.00,0.00,0.00
70.00,53.70,24.30,0.00,0.00,0.00,0.00,0.00
70.10,53.80,24.60,0.00,0.00,0.00,0.00,0.00
66.60,40.00,13.30,0.00,0.00,0.00,0.00,0.00
69.20,53.50,23.90,0.00,0.00,0.00,0.00,0.00
68.60,52.70,24.30,0.00,0.00,0.00,0.00,0.00
69.50,53.50,23.90,0.00,0.00,0.00,0.00,0.00
69.00,53.30,23.60,0.00,0.00,0.00,0.00,0.00
70.10,53.50,23.90,0.00,0.00,0.00,0.00,0.00
69.00,53.30,23.60,0.00,0.00,0.00,0.00,0.00
69.20,52.80,25.20,0.00,0.00,0.00,0.00,0.00
69.70,54.00,24.00,0.00,0.00,0.00,0.00,0.00
70.10,53.80,23.60,0.00,0.00,0.00,0.00,0.00
70.00,54.00,24.30,0.00,0.00,0.00,0.00,0.00
68.80,52.80,23.30,0.00,0.00,0.00,0.00,0.00
68.60,52.30,24.00,0.00,0.00,0.00,0.00,0.00
69.80,53.80,24.20,0.00,0.00,0.00,0.00,0.00
69.40,53.00,23.60,0.00,0.00,0.00,0.00,0.00
71.00,54.50,23.90,0.00,0.00,0.00,0.00,0.00
68.60,52.70,25.40,0.00,0.00,0.00,0.00,0.00
70.60,53.70,23.70,0.00,0.00,0.00,0.00,0.00
70.10,53.50,23.90,0.00,0.00,0.00,0.00,0.00
69.70,53.00,23.70,0.00,0.00,0.00,0.00,0.00
70.40,53.80,23.90,0.00,0.00,0.00,0.00,0.00
69.70,53.00,24.00,0.00,0.00,0.00,0.00,0.00
70.70,53.50,23.90,0.00,0.00,0.00,0.00,0.00
68.60,53.00,23.90,0.00,0.00,0.00,0.00,0.00
70.10,53.50,23.90,0.00,0.00,0.00,0.00,0.00
70.30,53.30,24.30,0.00,0.00,0.00,0.00,0.00
68.40,52.80,25.00,0.00,0.00,0.00,0.00,0.00
70.00,53.30,24.30,0.00,0.00,0.00,0.00,0.00
68.80,52.80,23.20,0.00,0.00,0.00,0.00,0.00
70.00,53.30,23.70,0.00,0.00,0.00,0.00,0.00
