#io_context_pool,msgr-worker,fio,log,ceph_timer,ms_dispatch,safe_timer,taskfin_librbd
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17.30,27.30,6.70,0.00,0.00,0.00,0.00,0.00
16.60,26.20,6.30,0.00,0.00,0.00,0.00,0.00
17.00,27.00,7.70,0.00,0.00,0.00,0.00,0.00
16.60,25.90,6.60,0.00,0.00,0.00,0.00,0.00
17.00,27.00,6.70,0.00,0.00,0.00,0.00,0.00
16.60,26.60,6.90,0.00,0.00,0.00,0.00,0.00
16.70,26.70,7.00,0.00,0.00,0.00,0.00,0.00
17.60,26.90,7.30,0.00,0.00,0.00,0.00,0.00
16.70,26.70,6.30,0.00,0.00,0.00,0.00,0.00
16.90,26.60,6.90,0.00,0.00,0.00,0.00,0.00
16.70,27.00,7.30,0.00,0.00,0.00,0.00,0.00
17.00,26.20,6.60,0.00,0.00,0.00,0.00,0.00
17.00,27.00,7.00,0.00,0.00,0.00,0.00,0.00
16.90,26.90,6.60,0.00,0.00,0.00,0.00,0.00
17.00,27.00,7.00,0.00,0.00,0.00,0.00,0.00
16.90,26.20,6.60,0.00,0.00,0.00,0.00,0.00
16.60,26.70,6.70,0.00,0.00,0.00,0.00,0.00
17.20,27.20,7.00,0.00,0.00,0.00,0.00,0.00
16.60,26.30,6.60,0.00,0.00,0.00,0.00,0.00
17.30,26.60,6.60,0.00,0.00,0.00,0.00,0.00
17.00,26.70,6.60,0.00,0.00,0.00,0.00,0.00
16.90,26.90,6.90,0.00,0.00,0.00,0.00,0.00
17.00,26.70,7.00,0.00,0.00,0.00,0.00,0.00
16.30,26.60,6.30,0.00,0.00,0.00,0.00,0.00
17.30,26.70,7.40,0.00,0.00,0.00,0.00,0.00
16.60,26.60,7.90,0.00,0.00,0.00,0.00,0.00
17.00,27.00,7.00,0.00,0.00,0.00,0.00,0.00
17.00,26.20,6.30,0.00,0.00,0.00,0.00,0.00
17.00,26.70,7.40,0.00,0.00,0.00,0.00,0.00
18.70,31.20,18.70,0.00,0.00,0.00,0.00,0.00
31.00,41.70,11.70,0.00,0.00,0.00,0.00,0.00
30.30,40.90,11.90,0.00,0.00,0.00,0.00,0.00
31.40,41.70,11.70,0.00,0.00,0.00,0.00,0.00
30.60,41.50,12.30,0.00,0.00,0.00,0.00,0.00
