#reactor,perf-crimson-ms
0.60,0.20
0.60,0.20
0.60,0.20
0.60,0.20
0.60,0.20
0.60,0.20
0.60,0.20
0.60,0.20
0.60,0.20
0.60,0.20
0.60,0.20
0.60,0.20
0.60,0.20
0.60,0.20
0.60,0.20
0.60,0.20
0.60,0.20
0.60,0.20
0.60,0.20
0.60,0.20
0.60,0.20
0.60,0.20
0.60,0.20
