#io_context_pool,msgr-worker,fio,log,ceph_timer,ms_dispatch,safe_timer,taskfin_librbd
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17.30,27.60,6.90,0.00,0.00,0.00,0.00,0.00
17.70,27.00,7.30,0.00,0.00,0.00,0.00,0.00
20.60,26.20,6.60,0.00,0.00,0.00,0.00,0.00
17.30,27.00,7.00,0.00,0.00,0.00,0.00,0.00
19.60,26.60,6.90,0.00,0.00,0.00,0.00,0.00
19.00,26.00,6.30,0.00,0.00,0.00,0.00,0.00
19.00,27.00,7.00,0.00,0.00,0.00,0.00,0.00
19.60,26.60,7.30,0.00,0.00,0.00,0.00,0.00
18.00,27.00,6.90,0.00,0.00,0.00,0.00,0.00
17.90,27.60,7.30,0.00,0.00,0.00,0.00,0.00
20.30,25.70,6.70,0.00,0.00,0.00,0.00,0.00
20.20,26.20,7.30,0.00,0.00,0.00,0.00,0.00
17.70,27.70,7.00,0.00,0.00,0.00,0.00,0.00
17.90,26.90,6.90,0.00,0.00,0.00,0.00,0.00
17.30,27.30,7.30,0.00,0.00,0.00,0.00,0.00
17.90,27.20,6.60,0.00,0.00,0.00,0.00,0.00
17.30,27.30,7.30,0.00,0.00,0.00,0.00,0.00
19.00,26.60,7.30,0.00,0.00,0.00,0.00,0.00
17.70,27.30,6.70,0.00,0.00,0.00,0.00,0.00
18.60,27.60,7.30,0.00,0.00,0.00,0.00,0.00
17.60,27.30,7.40,0.00,0.00,0.00,0.00,0.00
17.30,27.60,6.60,0.00,0.00,0.00,0.00,0.00
18.00,27.30,7.00,0.00,0.00,0.00,0.00,0.00
17.00,27.20,6.60,0.00,0.00,0.00,0.00,0.00
18.00,27.00,7.30,0.00,0.00,0.00,0.00,0.00
17.30,27.20,7.30,0.00,0.00,0.00,0.00,0.00
17.70,27.30,7.70,0.00,0.00,0.00,0.00,0.00
18.00,27.00,6.60,0.00,0.00,0.00,0.00,0.00
18.60,26.90,7.60,0.00,0.00,0.00,0.00,0.00
26.60,33.30,6.70,0.00,0.00,0.00,0.00,0.00
27.20,38.50,11.30,0.00,0.00,0.00,0.00,0.00
28.30,38.30,10.30,0.00,0.00,0.00,0.00,0.00
28.00,38.20,11.30,0.00,0.00,0.00,0.00,0.00
27.70,38.30,10.30,0.00,0.00,0.00,0.00,0.00
28.00,38.90,11.30,0.00,0.00,0.00,0.00,0.00
27.40,38.30,11.30,0.00,0.00,0.00,0.00,0.00
27.20,37.90,10.60,0.00,0.00,0.00,0.00,0.00
28.00,38.30,11.00,0.00,0.00,0.00,0.00,0.00
28.00,37.90,11.30,0.00,0.00,0.00,0.00,0.00
28.00,38.70,11.00,0.00,0.00,0.00,0.00,0.00
27.20,37.90,11.30,0.00,0.00,0.00,0.00,0.00
28.00,38.30,11.60,0.00,0.00,0.00,0.00,0.00
27.60,38.20,11.60,0.00,0.00,0.00,0.00,0.00
27.70,38.30,11.00,0.00,0.00,0.00,0.00,0.00
28.30,38.50,11.00,0.00,0.00,0.00,0.00,0.00
27.70,39.00,10.60,0.00,0.00,0.00,0.00,0.00
27.20,38.20,10.60,0.00,0.00,0.00,0.00,0.00
28.30,39.00,11.40,0.00,0.00,0.00,0.00,0.00
28.00,38.20,10.60,0.00,0.00,0.00,0.00,0.00
28.00,39.00,10.60,0.00,0.00,0.00,0.00,0.00
27.70,38.30,10.60,0.00,0.00,0.00,0.00,0.00
27.90,38.90,11.30,0.00,0.00,0.00,0.00,0.00
27.70,38.30,10.60,0.00,0.00,0.00,0.00,0.00
27.60,38.20,10.90,0.00,0.00,0.00,0.00,0.00
28.30,39.30,10.70,0.00,0.00,0.00,0.00,0.00
27.20,37.90,10.90,0.00,0.00,0.00,0.00,0.00
28.30,39.00,11.40,0.00,0.00,0.00,0.00,0.00
27.60,38.20,10.90,0.00,0.00,0.00,0.00,0.00
28.00,38.30,10.60,0.00,0.00,0.00,0.00,0.00
26.60,40.00,6.70,0.00,0.00,0.00,0.00,0.00
38.60,45.50,13.90,0.00,0.00,0.00,0.00,0.00
38.30,45.30,14.00,0.00,0.00,0.00,0.00,0.00
38.60,45.50,13.60,0.00,0.00,0.00,0.00,0.00
37.70,45.00,14.00,0.00,0.00,0.00,0.00,0.00
38.60,45.50,13.90,0.00,0.00,0.00,0.00,0.00
38.30,45.30,13.30,0.00,0.00,0.00,0.00,0.00
38.30,45.00,13.60,0.00,0.00,0.00,0.00,0.00
38.20,45.50,13.90,0.00,0.00,0.00,0.00,0.00
37.70,44.70,14.00,0.00,0.00,0.00,0.00,0.00
38.20,45.50,14.20,0.00,0.00,0.00,0.00,0.00
38.30,44.70,13.60,0.00,0.00,0.00,0.00,0.00
38.20,45.50,14.30,0.00,0.00,0.00,0.00,0.00
38.60,45.70,14.00,0.00,0.00,0.00,0.00,0.00
37.80,44.90,13.30,0.00,0.00,0.00,0.00,0.00
38.60,46.00,14.00,0.00,0.00,0.00,0.00,0.00
37.80,45.20,13.60,0.00,0.00,0.00,0.00,0.00
38.00,45.30,13.60,0.00,0.00,0.00,0.00,0.00
37.80,45.50,13.60,0.00,0.00,0.00,0.00,0.00
38.30,45.30,14.00,0.00,0.00,0.00,0.00,0.00
38.20,44.90,15.00,0.00,0.00,0.00,0.00,0.00
