#reactor,perf-crimson-ms
2.00,0.40
2.80,0.40
2.80,0.40
2.80,0.40
2.80,0.40
2.80,0.40
2.80,0.40
2.80,0.40
2.80,0.40
2.80,0.40
2.80,0.40
2.80,0.40
2.80,0.40
2.80,0.40
2.80,0.40
2.80,0.40
2.80,0.40
2.80,0.40
2.80,0.40
2.80,0.40
2.80,0.40
