#reactor,perf-crimson-ms
3070.50,99.90
3077.50,99.00
3077.20,99.30
3087.40,99.70
3076.70,99.30
3087.70,99.30
3076.30,99.30
3088.50,99.70
3077.40,99.30
3075.70,99.30
3091.10,99.70
3074.80,99.00
3089.10,99.70
3074.10,99.30
3088.70,99.70
3078.40,99.30
3086.70,99.70
3078.10,99.00
3076.00,99.70
3088.90,99.30
3075.80,99.30
