#reactor,perf-crimson-ms
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
