#reactor,perf-crimson-ms
52.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
