#reactor,perf-crimson-ms
48.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
55.00,1.00
