#reactor,perf-crimson-ms
2397.60,99.90
2673.60,99.00
2633.20,97.70
2631.50,97.70
2642.30,98.00
2631.60,97.30
2631.60,97.70
2632.70,97.30
2631.20,97.70
2642.70,98.00
2630.70,97.70
2631.60,97.30
2633.10,97.30
2632.10,98.00
2640.50,97.70
2633.10,97.70
2632.40,97.70
2631.00,97.30
2631.10,97.70
2642.00,98.00
2631.10,97.30
2632.70,97.70
2632.90,97.70
