#reactor,perf-crimson-ms
2064.90,99.90
2678.30,99.30
2685.90,99.30
2676.30,99.30
2688.30,99.30
2676.60,99.00
2676.60,99.30
2687.30,99.70
2677.20,99.30
2686.30,99.30
2677.90,99.00
2686.10,99.70
2677.30,99.30
2687.50,99.30
2676.30,99.30
2686.50,99.30
2677.40,99.30
2676.10,99.00
2688.00,99.30
2677.80,99.30
2687.30,99.30
