#reactor,perf-crimson-ms
3170.40,99.90
3851.80,98.70
3808.40,97.70
3795.50,98.00
3810.10,98.00
3793.10,97.30
3794.50,97.30
3808.40,97.70
3796.20,97.70
3809.80,98.00
3795.20,97.70
3792.80,97.70
3808.50,97.70
3795.10,97.70
3810.40,97.70
3794.50,97.70
3796.00,97.70
3809.30,97.70
3794.50,97.70
3797.40,97.30
3809.50,98.00
3795.00,97.70
3810.10,97.70
