#reactor,perf-crimson-ms
100.10,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
