#io_context_pool,msgr-worker,fio,log,ceph_timer,ms_dispatch,safe_timer,taskfin_librbd
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17.60,27.20,6.90,0.00,0.00,0.00,0.00,0.00
17.40,26.70,7.30,0.00,0.00,0.00,0.00,0.00
16.60,26.20,6.60,0.00,0.00,0.00,0.00,0.00
16.70,24.00,6.00,0.00,0.00,0.00,0.00,0.00
17.30,27.20,7.30,0.00,0.00,0.00,0.00,0.00
17.60,27.00,7.00,0.00,0.00,0.00,0.00,0.00
17.30,27.20,7.00,0.00,0.00,0.00,0.00,0.00
17.70,27.00,7.60,0.00,0.00,0.00,0.00,0.00
17.60,26.90,6.90,0.00,0.00,0.00,0.00,0.00
17.70,27.00,7.60,0.00,0.00,0.00,0.00,0.00
17.60,26.90,6.90,0.00,0.00,0.00,0.00,0.00
16.70,25.00,6.70,0.00,0.00,0.00,0.00,0.00
11.70,17.90,4.60,0.00,0.00,0.00,0.00,0.00
11.30,17.70,6.30,0.00,0.00,0.00,0.00,0.00
12.30,17.60,6.00,0.00,0.00,0.00,0.00,0.00
11.60,18.00,5.00,0.00,0.00,0.00,0.00,0.00
11.60,17.60,4.30,0.00,0.00,0.00,0.00,0.00
11.70,17.70,5.00,0.00,0.00,0.00,0.00,0.00
13.00,20.30,5.30,0.00,0.00,0.00,0.00,0.00
17.70,27.00,7.60,0.00,0.00,0.00,0.00,0.00
15.90,24.30,6.60,0.00,0.00,0.00,0.00,0.00
17.30,27.00,7.30,0.00,0.00,0.00,0.00,0.00
17.60,26.60,6.60,0.00,0.00,0.00,0.00,0.00
17.30,27.30,7.00,0.00,0.00,0.00,0.00,0.00
17.60,26.90,7.70,0.00,0.00,0.00,0.00,0.00
17.30,27.00,6.70,0.00,0.00,0.00,0.00,0.00
17.60,27.60,7.00,0.00,0.00,0.00,0.00,0.00
18.00,27.00,7.70,0.00,0.00,0.00,0.00,0.00
16.60,26.20,6.60,0.00,0.00,0.00,0.00,0.00
26.60,33.30,0.00,0.00,0.00,0.00,0.00,0.00
31.20,42.20,12.30,0.00,0.00,0.00,0.00,0.00
31.00,41.70,12.00,0.00,0.00,0.00,0.00,0.00
30.90,42.50,12.30,0.00,0.00,0.00,0.00,0.00
31.00,42.00,11.70,0.00,0.00,0.00,0.00,0.00
30.90,41.50,12.70,0.00,0.00,0.00,0.00,0.00
30.00,42.30,12.00,0.00,0.00,0.00,0.00,0.00
30.60,41.50,11.60,0.00,0.00,0.00,0.00,0.00
31.40,42.70,12.40,0.00,0.00,0.00,0.00,0.00
30.90,41.50,12.30,0.00,0.00,0.00,0.00,0.00
31.00,42.00,12.60,0.00,0.00,0.00,0.00,0.00
30.30,42.20,12.30,0.00,0.00,0.00,0.00,0.00
31.00,42.00,11.70,0.00,0.00,0.00,0.00,0.00
31.20,41.90,12.30,0.00,0.00,0.00,0.00,0.00
30.30,42.00,12.00,0.00,0.00,0.00,0.00,0.00
30.60,42.20,12.30,0.00,0.00,0.00,0.00,0.00
31.00,42.30,11.70,0.00,0.00,0.00,0.00,0.00
30.90,41.90,11.90,0.00,0.00,0.00,0.00,0.00
31.00,42.70,12.30,0.00,0.00,0.00,0.00,0.00
30.30,41.50,11.60,0.00,0.00,0.00,0.00,0.00
31.40,42.70,12.00,0.00,0.00,0.00,0.00,0.00
30.90,42.20,12.30,0.00,0.00,0.00,0.00,0.00
31.70,42.70,12.00,0.00,0.00,0.00,0.00,0.00
30.90,41.90,11.90,0.00,0.00,0.00,0.00,0.00
30.00,41.30,13.70,0.00,0.00,0.00,0.00,0.00
31.20,42.20,12.30,0.00,0.00,0.00,0.00,0.00
30.00,41.70,12.00,0.00,0.00,0.00,0.00,0.00
31.50,42.20,11.60,0.00,0.00,0.00,0.00,0.00
30.60,41.90,12.70,0.00,0.00,0.00,0.00,0.00
30.60,42.30,12.00,0.00,0.00,0.00,0.00,0.00
33.30,46.70,13.30,0.00,0.00,0.00,0.00,0.00
46.20,54.50,17.60,0.00,0.00,0.00,0.00,0.00
45.40,54.00,17.30,0.00,0.00,0.00,0.00,0.00
45.50,54.50,17.60,0.00,0.00,0.00,0.00,0.00
45.70,54.00,18.30,0.00,0.00,0.00,0.00,0.00
45.80,54.20,17.20,0.00,0.00,0.00,0.00,0.00
40.60,55.70,21.30,0.00,0.00,0.00,0.00,0.00
40.90,55.10,21.30,0.00,0.00,0.00,0.00,0.00
44.30,54.30,17.70,0.00,0.00,0.00,0.00,0.00
45.20,53.80,17.90,0.00,0.00,0.00,0.00,0.00
46.00,54.70,17.00,0.00,0.00,0.00,0.00,0.00
44.90,54.20,17.20,0.00,0.00,0.00,0.00,0.00
44.60,53.00,18.30,0.00,0.00,0.00,0.00,0.00
45.20,54.20,17.60,0.00,0.00,0.00,0.00,0.00
45.40,54.00,17.30,0.00,0.00,0.00,0.00,0.00
46.60,54.50,17.90,0.00,0.00,0.00,0.00,0.00
45.00,54.00,16.70,0.00,0.00,0.00,0.00,0.00
45.20,53.80,17.20,0.00,0.00,0.00,0.00,0.00
45.00,54.30,17.60,0.00,0.00,0.00,0.00,0.00
45.50,53.80,16.90,0.00,0.00,0.00,0.00,0.00
45.70,54.30,17.60,0.00,0.00,0.00,0.00,0.00
45.50,54.50,17.30,0.00,0.00,0.00,0.00,0.00
45.30,55.00,18.00,0.00,0.00,0.00,0.00,0.00
45.20,53.80,17.30,0.00,0.00,0.00,0.00,0.00
45.40,54.30,17.00,0.00,0.00,0.00,0.00,0.00
46.00,54.70,17.30,0.00,0.00,0.00,0.00,0.00
44.90,54.20,17.60,0.00,0.00,0.00,0.00,0.00
44.60,53.30,19.00,0.00,0.00,0.00,0.00,0.00
44.90,54.50,16.90,0.00,0.00,0.00,0.00,0.00
45.80,54.20,17.60,0.00,0.00,0.00,0.00,0.00
43.80,43.80,25.00,0.00,0.00,0.00,0.00,0.00
55.00,56.00,20.30,0.00,0.00,0.00,0.00,0.00
53.50,54.80,20.20,0.00,0.00,0.00,0.00,0.00
55.00,56.00,19.70,0.00,0.00,0.00,0.00,0.00
55.00,55.30,19.60,0.00,0.00,0.00,0.00,0.00
54.40,55.50,20.30,0.00,0.00,0.00,0.00,0.00
54.00,55.70,20.00,0.00,0.00,0.00,0.00,0.00
54.40,54.80,19.60,0.00,0.00,0.00,0.00,0.00
53.70,55.00,21.00,0.00,0.00,0.00,0.00,0.00
54.40,55.50,20.30,0.00,0.00,0.00,0.00,0.00
55.00,56.00,19.70,0.00,0.00,0.00,0.00,0.00
53.50,55.10,20.20,0.00,0.00,0.00,0.00,0.00
54.30,56.00,20.00,0.00,0.00,0.00,0.00,0.00
54.80,55.80,19.90,0.00,0.00,0.00,0.00,0.00
54.00,55.30,20.00,0.00,0.00,0.00,0.00,0.00
53.80,55.50,19.90,0.00,0.00,0.00,0.00,0.00
54.00,56.00,19.70,0.00,0.00,0.00,0.00,0.00
54.10,55.10,19.90,0.00,0.00,0.00,0.00,0.00
