#io_context_pool,msgr-worker,fio,log,ceph_timer,ms_dispatch,safe_timer,taskfin_librbd
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18.00,27.70,6.70,0.00,0.00,0.00,0.00,0.00
17.20,27.20,7.30,0.00,0.00,0.00,0.00,0.00
18.30,27.30,7.00,0.00,0.00,0.00,0.00,0.00
17.30,27.30,7.30,0.00,0.00,0.00,0.00,0.00
17.90,27.90,7.00,0.00,0.00,0.00,0.00,0.00
18.00,27.30,7.60,0.00,0.00,0.00,0.00,0.00
17.60,27.20,6.60,0.00,0.00,0.00,0.00,0.00
18.30,27.70,7.30,0.00,0.00,0.00,0.00,0.00
16.90,26.60,6.60,0.00,0.00,0.00,0.00,0.00
15.30,23.30,6.30,0.00,0.00,0.00,0.00,0.00
10.70,16.60,4.90,0.00,0.00,0.00,0.00,0.00
11.00,18.00,4.00,0.00,0.00,0.00,0.00,0.00
10.60,16.60,4.60,0.00,0.00,0.00,0.00,0.00
11.00,17.00,6.00,0.00,0.00,0.00,0.00,0.00
15.20,23.60,6.70,0.00,0.00,0.00,0.00,0.00
11.40,17.00,4.30,0.00,0.00,0.00,0.00,0.00
10.90,16.60,4.30,0.00,0.00,0.00,0.00,0.00
10.70,16.30,4.00,0.00,0.00,0.00,0.00,0.00
11.00,16.90,5.00,0.00,0.00,0.00,0.00,0.00
11.00,16.70,4.00,0.00,0.00,0.00,0.00,0.00
11.00,15.90,4.30,0.00,0.00,0.00,0.00,0.00
10.30,16.30,5.30,0.00,0.00,0.00,0.00,0.00
11.30,16.60,4.30,0.00,0.00,0.00,0.00,0.00
11.30,17.00,4.30,0.00,0.00,0.00,0.00,0.00
10.60,16.60,4.00,0.00,0.00,0.00,0.00,0.00
10.60,16.70,4.30,0.00,0.00,0.00,0.00,0.00
11.60,16.60,4.60,0.00,0.00,0.00,0.00,0.00
11.00,16.70,4.30,0.00,0.00,0.00,0.00,0.00
11.00,16.60,4.00,0.00,0.00,0.00,0.00,0.00
13.30,33.30,13.30,0.00,0.00,0.00,0.00,0.00
