#reactor,perf-crimson-ms
11.20,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
12.00,0.80
