#reactor,perf-crimson-ms
586.20,99.90
683.50,98.00
683.40,97.00
683.80,98.30
683.00,97.00
684.80,98.00
682.70,97.70
684.70,97.70
684.80,98.00
682.30,97.30
684.80,97.70
681.60,97.30
685.70,98.00
682.30,97.30
683.80,98.00
683.80,97.30
684.50,98.00
682.70,97.30
684.10,97.70
685.70,98.00
680.90,97.30
