#io_context_pool,msgr-worker,fio,log,ceph_timer,ms_dispatch,safe_timer,taskfin_librbd
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17.30,26.30,7.30,0.00,0.00,0.00,0.00,0.00
17.30,26.60,6.90,0.00,0.00,0.00,0.00,0.00
17.70,26.70,6.60,0.00,0.00,0.00,0.00,0.00
17.30,26.20,6.60,0.00,0.00,0.00,0.00,0.00
17.70,27.70,7.00,0.00,0.00,0.00,0.00,0.00
16.90,26.20,7.00,0.00,0.00,0.00,0.00,0.00
17.30,27.00,6.70,0.00,0.00,0.00,0.00,0.00
17.60,27.30,7.00,0.00,0.00,0.00,0.00,0.00
16.90,26.20,6.30,0.00,0.00,0.00,0.00,0.00
17.30,26.70,8.00,0.00,0.00,0.00,0.00,0.00
17.00,26.60,6.60,0.00,0.00,0.00,0.00,0.00
17.70,26.70,7.60,0.00,0.00,0.00,0.00,0.00
17.20,26.90,7.20,0.00,0.00,0.00,0.00,0.00
17.60,27.00,7.00,0.00,0.00,0.00,0.00,0.00
17.30,27.20,6.60,0.00,0.00,0.00,0.00,0.00
17.30,27.00,6.70,0.00,0.00,0.00,0.00,0.00
17.60,26.60,7.00,0.00,0.00,0.00,0.00,0.00
17.70,27.00,7.30,0.00,0.00,0.00,0.00,0.00
17.30,26.90,6.30,0.00,0.00,0.00,0.00,0.00
17.30,26.70,7.00,0.00,0.00,0.00,0.00,0.00
17.60,26.90,6.60,0.00,0.00,0.00,0.00,0.00
18.00,27.00,7.00,0.00,0.00,0.00,0.00,0.00
17.00,26.90,6.60,0.00,0.00,0.00,0.00,0.00
17.30,26.70,7.00,0.00,0.00,0.00,0.00,0.00
17.90,27.20,6.90,0.00,0.00,0.00,0.00,0.00
17.00,27.00,6.60,0.00,0.00,0.00,0.00,0.00
17.70,26.70,7.70,0.00,0.00,0.00,0.00,0.00
17.60,26.90,7.20,0.00,0.00,0.00,0.00,0.00
17.00,26.30,7.00,0.00,0.00,0.00,0.00,0.00
18.70,25.00,6.20,0.00,0.00,0.00,0.00,0.00
28.00,39.00,11.00,0.00,0.00,0.00,0.00,0.00
28.60,38.90,10.00,0.00,0.00,0.00,0.00,0.00
28.30,38.70,10.60,0.00,0.00,0.00,0.00,0.00
28.00,38.50,10.60,0.00,0.00,0.00,0.00,0.00
28.30,38.70,10.30,0.00,0.00,0.00,0.00,0.00
28.30,39.00,11.40,0.00,0.00,0.00,0.00,0.00
28.00,38.90,10.30,0.00,0.00,0.00,0.00,0.00
28.60,39.00,10.30,0.00,0.00,0.00,0.00,0.00
28.30,38.90,10.90,0.00,0.00,0.00,0.00,0.00
29.00,39.00,11.00,0.00,0.00,0.00,0.00,0.00
28.30,39.20,10.30,0.00,0.00,0.00,0.00,0.00
28.30,38.70,10.60,0.00,0.00,0.00,0.00,0.00
28.30,38.90,11.00,0.00,0.00,0.00,0.00,0.00
28.70,38.70,11.00,0.00,0.00,0.00,0.00,0.00
28.60,39.20,10.00,0.00,0.00,0.00,0.00,0.00
28.60,38.70,11.00,0.00,0.00,0.00,0.00,0.00
27.60,38.90,10.30,0.00,0.00,0.00,0.00,0.00
29.00,39.30,11.70,0.00,0.00,0.00,0.00,0.00
28.60,38.50,10.30,0.00,0.00,0.00,0.00,0.00
29.00,39.70,10.70,0.00,0.00,0.00,0.00,0.00
28.30,38.50,10.30,0.00,0.00,0.00,0.00,0.00
29.00,39.30,10.30,0.00,0.00,0.00,0.00,0.00
28.30,38.90,11.00,0.00,0.00,0.00,0.00,0.00
28.00,38.70,10.30,0.00,0.00,0.00,0.00,0.00
28.90,39.20,10.60,0.00,0.00,0.00,0.00,0.00
28.60,38.30,10.30,0.00,0.00,0.00,0.00,0.00
28.30,39.20,10.30,0.00,0.00,0.00,0.00,0.00
28.70,38.70,10.00,0.00,0.00,0.00,0.00,0.00
28.30,38.50,11.30,0.00,0.00,0.00,0.00,0.00
26.60,26.70,13.30,0.00,0.00,0.00,0.00,0.00
