#reactor,perf-crimson-ms
98.80,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
102.70,1.30
