#io_context_pool,msgr-worker,fio,log,ceph_timer,ms_dispatch,safe_timer,taskfin_librbd
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17.00,27.30,6.60,0.00,0.00,0.00,0.00,0.00
16.60,26.90,7.30,0.00,0.00,0.00,0.00,0.00
17.60,27.30,6.70,0.00,0.00,0.00,0.00,0.00
16.90,26.60,7.30,0.00,0.00,0.00,0.00,0.00
16.70,27.30,6.30,0.00,0.00,0.00,0.00,0.00
16.60,26.90,6.90,0.00,0.00,0.00,0.00,0.00
16.70,27.30,6.70,0.00,0.00,0.00,0.00,0.00
16.60,26.90,6.60,0.00,0.00,0.00,0.00,0.00
17.30,27.00,7.00,0.00,0.00,0.00,0.00,0.00
16.90,27.20,6.90,0.00,0.00,0.00,0.00,0.00
17.00,27.00,7.30,0.00,0.00,0.00,0.00,0.00
16.60,26.60,6.60,0.00,0.00,0.00,0.00,0.00
16.90,27.20,6.90,0.00,0.00,0.00,0.00,0.00
16.70,27.00,7.00,0.00,0.00,0.00,0.00,0.00
17.30,27.30,7.00,0.00,0.00,0.00,0.00,0.00
16.90,26.90,6.90,0.00,0.00,0.00,0.00,0.00
16.60,26.60,6.30,0.00,0.00,0.00,0.00,0.00
17.60,27.70,7.00,0.00,0.00,0.00,0.00,0.00
16.90,26.20,6.60,0.00,0.00,0.00,0.00,0.00
17.00,27.70,7.00,0.00,0.00,0.00,0.00,0.00
16.90,26.90,7.30,0.00,0.00,0.00,0.00,0.00
17.70,27.00,7.00,0.00,0.00,0.00,0.00,0.00
16.60,27.20,6.60,0.00,0.00,0.00,0.00,0.00
17.30,26.70,6.90,0.00,0.00,0.00,0.00,0.00
17.30,27.20,7.30,0.00,0.00,0.00,0.00,0.00
17.00,26.70,7.60,0.00,0.00,0.00,0.00,0.00
16.90,27.60,6.90,0.00,0.00,0.00,0.00,0.00
17.00,27.00,6.70,0.00,0.00,0.00,0.00,0.00
17.30,26.60,6.60,0.00,0.00,0.00,0.00,0.00
20.00,33.30,6.70,0.00,0.00,0.00,0.00,0.00
30.30,40.70,13.90,0.00,0.00,0.00,0.00,0.00
30.60,39.90,12.60,0.00,0.00,0.00,0.00,0.00
31.70,41.70,13.00,0.00,0.00,0.00,0.00,0.00
30.60,40.90,12.30,0.00,0.00,0.00,0.00,0.00
31.40,41.30,12.30,0.00,0.00,0.00,0.00,0.00
31.20,41.50,12.00,0.00,0.00,0.00,0.00,0.00
30.60,40.70,12.00,0.00,0.00,0.00,0.00,0.00
30.90,41.20,12.30,0.00,0.00,0.00,0.00,0.00
30.60,40.30,11.70,0.00,0.00,0.00,0.00,0.00
30.90,41.50,11.90,0.00,0.00,0.00,0.00,0.00
31.00,41.00,12.60,0.00,0.00,0.00,0.00,0.00
30.60,40.90,12.30,0.00,0.00,0.00,0.00,0.00
31.30,41.70,12.60,0.00,0.00,0.00,0.00,0.00
30.90,41.50,11.60,0.00,0.00,0.00,0.00,0.00
31.40,41.70,12.00,0.00,0.00,0.00,0.00,0.00
30.60,40.90,11.30,0.00,0.00,0.00,0.00,0.00
31.70,41.30,12.40,0.00,0.00,0.00,0.00,0.00
31.20,41.90,11.90,0.00,0.00,0.00,0.00,0.00
30.60,41.00,11.70,0.00,0.00,0.00,0.00,0.00
31.50,41.50,11.90,0.00,0.00,0.00,0.00,0.00
30.30,41.00,11.30,0.00,0.00,0.00,0.00,0.00
31.20,41.90,11.90,0.00,0.00,0.00,0.00,0.00
31.00,41.30,12.00,0.00,0.00,0.00,0.00,0.00
31.50,41.50,11.60,0.00,0.00,0.00,0.00,0.00
31.00,41.00,13.60,0.00,0.00,0.00,0.00,0.00
30.60,41.50,11.90,0.00,0.00,0.00,0.00,0.00
31.70,41.70,11.60,0.00,0.00,0.00,0.00,0.00
31.20,41.20,12.70,0.00,0.00,0.00,0.00,0.00
31.00,41.70,11.70,0.00,0.00,0.00,0.00,0.00
31.30,43.80,12.50,0.00,0.00,0.00,0.00,0.00
44.00,52.00,17.60,0.00,0.00,0.00,0.00,0.00
44.20,52.20,16.90,0.00,0.00,0.00,0.00,0.00
44.60,52.70,16.60,0.00,0.00,0.00,0.00,0.00
43.20,51.20,16.60,0.00,0.00,0.00,0.00,0.00
44.00,51.70,17.60,0.00,0.00,0.00,0.00,0.00
44.20,51.80,16.30,0.00,0.00,0.00,0.00,0.00
44.00,52.00,17.00,0.00,0.00,0.00,0.00,0.00
43.90,51.80,16.90,0.00,0.00,0.00,0.00,0.00
44.00,52.00,16.30,0.00,0.00,0.00,0.00,0.00
44.60,52.50,16.90,0.00,0.00,0.00,0.00,0.00
43.70,52.00,16.60,0.00,0.00,0.00,0.00,0.00
43.50,51.80,16.90,0.00,0.00,0.00,0.00,0.00
44.60,52.30,17.00,0.00,0.00,0.00,0.00,0.00
43.20,50.50,17.90,0.00,0.00,0.00,0.00,0.00
44.30,52.70,16.70,0.00,0.00,0.00,0.00,0.00
43.50,52.20,16.90,0.00,0.00,0.00,0.00,0.00
44.00,52.00,16.30,0.00,0.00,0.00,0.00,0.00
44.20,52.20,16.90,0.00,0.00,0.00,0.00,0.00
44.60,52.30,16.60,0.00,0.00,0.00,0.00,0.00
43.80,52.20,16.90,0.00,0.00,0.00,0.00,0.00
43.70,51.70,16.60,0.00,0.00,0.00,0.00,0.00
44.60,52.20,16.60,0.00,0.00,0.00,0.00,0.00
44.00,52.00,16.60,0.00,0.00,0.00,0.00,0.00
44.20,52.20,16.60,0.00,0.00,0.00,0.00,0.00
44.00,52.30,17.30,0.00,0.00,0.00,0.00,0.00
44.20,52.20,16.20,0.00,0.00,0.00,0.00,0.00
44.60,52.00,17.00,0.00,0.00,0.00,0.00,0.00
43.20,51.80,16.20,0.00,0.00,0.00,0.00,0.00
