#io_context_pool,msgr-worker,fio,log,ceph_timer,ms_dispatch,safe_timer,taskfin_librbd
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16.90,28.90,6.60,0.00,0.00,0.00,0.00,0.00
16.90,28.60,6.90,0.00,0.00,0.00,0.00,0.00
17.00,28.70,7.30,0.00,0.00,0.00,0.00,0.00
16.70,28.70,6.70,0.00,0.00,0.00,0.00,0.00
17.30,28.90,6.60,0.00,0.00,0.00,0.00,0.00
17.30,26.60,7.30,0.00,0.00,0.00,0.00,0.00
17.30,26.70,7.00,0.00,0.00,0.00,0.00,0.00
17.60,26.90,6.90,0.00,0.00,0.00,0.00,0.00
17.30,26.70,7.00,0.00,0.00,0.00,0.00,0.00
17.60,26.60,7.30,0.00,0.00,0.00,0.00,0.00
17.30,26.30,7.30,0.00,0.00,0.00,0.00,0.00
17.60,26.60,7.00,0.00,0.00,0.00,0.00,0.00
17.30,27.30,7.30,0.00,0.00,0.00,0.00,0.00
17.60,26.90,6.60,0.00,0.00,0.00,0.00,0.00
18.00,26.70,7.30,0.00,0.00,0.00,0.00,0.00
16.90,26.60,7.30,0.00,0.00,0.00,0.00,0.00
17.70,26.70,6.70,0.00,0.00,0.00,0.00,0.00
17.60,26.90,7.60,0.00,0.00,0.00,0.00,0.00
17.70,26.30,6.70,0.00,0.00,0.00,0.00,0.00
17.60,27.60,7.70,0.00,0.00,0.00,0.00,0.00
16.70,28.70,6.30,0.00,0.00,0.00,0.00,0.00
17.30,27.60,7.30,0.00,0.00,0.00,0.00,0.00
17.70,26.00,7.00,0.00,0.00,0.00,0.00,0.00
17.60,26.60,7.60,0.00,0.00,0.00,0.00,0.00
17.70,26.70,7.00,0.00,0.00,0.00,0.00,0.00
17.60,26.60,7.30,0.00,0.00,0.00,0.00,0.00
17.30,26.70,7.40,0.00,0.00,0.00,0.00,0.00
17.60,26.60,7.60,0.00,0.00,0.00,0.00,0.00
17.70,26.70,6.70,0.00,0.00,0.00,0.00,0.00
20.00,33.30,13.30,0.00,0.00,0.00,0.00,0.00
32.00,41.70,11.70,0.00,0.00,0.00,0.00,0.00
31.50,40.50,11.60,0.00,0.00,0.00,0.00,0.00
31.40,41.30,11.30,0.00,0.00,0.00,0.00,0.00
31.20,41.20,12.70,0.00,0.00,0.00,0.00,0.00
32.00,42.00,11.30,0.00,0.00,0.00,0.00,0.00
31.20,40.90,11.60,0.00,0.00,0.00,0.00,0.00
31.00,41.30,11.70,0.00,0.00,0.00,0.00,0.00
31.20,41.20,11.90,0.00,0.00,0.00,0.00,0.00
32.00,41.30,11.60,0.00,0.00,0.00,0.00,0.00
31.20,41.20,12.60,0.00,0.00,0.00,0.00,0.00
31.00,41.30,11.60,0.00,0.00,0.00,0.00,0.00
31.80,41.20,11.60,0.00,0.00,0.00,0.00,0.00
34.30,40.70,11.60,0.00,0.00,0.00,0.00,0.00
33.20,40.50,11.30,0.00,0.00,0.00,0.00,0.00
32.00,42.30,12.00,0.00,0.00,0.00,0.00,0.00
30.90,40.90,11.60,0.00,0.00,0.00,0.00,0.00
31.70,41.30,11.60,0.00,0.00,0.00,0.00,0.00
31.20,41.90,11.60,0.00,0.00,0.00,0.00,0.00
31.40,41.00,11.60,0.00,0.00,0.00,0.00,0.00
31.50,41.50,11.90,0.00,0.00,0.00,0.00,0.00
31.40,41.30,11.30,0.00,0.00,0.00,0.00,0.00
30.90,41.20,11.90,0.00,0.00,0.00,0.00,0.00
31.70,41.70,12.00,0.00,0.00,0.00,0.00,0.00
31.20,40.90,12.90,0.00,0.00,0.00,0.00,0.00
31.00,42.30,11.60,0.00,0.00,0.00,0.00,0.00
31.20,40.90,11.60,0.00,0.00,0.00,0.00,0.00
32.30,42.30,12.40,0.00,0.00,0.00,0.00,0.00
