#reactor,perf-crimson-ms
699.30,99.90
695.90,99.00
683.80,97.70
685.70,97.70
685.10,97.70
682.70,97.70
685.70,97.70
683.70,97.70
685.70,97.70
683.70,97.30
685.10,98.00
684.20,97.70
685.40,97.70
682.60,97.30
686.00,98.00
685.70,97.70
683.10,97.30
685.00,98.00
683.40,97.30
686.40,98.00
682.70,97.30
685.40,97.70
684.20,97.70
