#reactor,perf-crimson-ms
686.10,99.90
678.70,97.30
677.50,97.00
678.70,97.70
677.50,97.00
679.00,97.30
679.60,97.30
677.20,97.00
678.40,97.70
677.50,97.00
678.70,97.30
679.30,97.30
676.90,97.00
679.90,97.30
676.00,97.30
679.30,97.30
679.00,97.30
678.00,97.30
678.10,97.30
677.10,97.00
679.30,97.30
