#reactor,perf-crimson-ms
5461.50,99.90
5468.90,99.30
5484.70,99.70
5466.10,99.30
5467.40,99.70
5486.90,99.70
5466.00,99.30
5468.10,99.30
5485.30,99.70
5466.00,99.70
5467.80,99.30
5468.70,99.70
5483.50,99.70
5464.30,99.30
5466.20,99.70
5486.70,99.70
5465.90,99.30
5469.60,99.30
5485.70,99.90
5463.90,99.30
5468.20,99.00
