#reactor,perf-crimson-ms
2063.60,93.80
2672.40,99.00
2627.60,97.70
2640.50,98.00
2628.50,98.00
2637.70,98.00
2629.90,97.70
2627.10,97.70
2640.10,98.00
2626.50,97.70
2639.30,98.30
2628.20,97.70
2638.50,98.00
2627.70,97.70
2637.60,98.30
2629.10,97.70
2637.00,98.00
2628.20,97.70
2639.40,98.00
2628.90,98.00
2637.50,98.00
2627.40,97.70
2638.30,98.00
