#io_context_pool,msgr-worker,fio,log,ceph_timer,ms_dispatch,safe_timer,taskfin_librbd
67.80,52.20,23.30,0.00,0.00,0.00,0.00,0.00
67.70,52.00,22.70,0.00,0.00,0.00,0.00,0.00
67.50,51.50,22.20,0.00,0.00,0.00,0.00,0.00
62.00,48.00,22.30,0.00,0.00,0.00,0.00,0.00
62.50,47.80,20.60,0.00,0.00,0.00,0.00,0.00
67.70,51.70,23.00,0.00,0.00,0.00,0.00,0.00
66.40,51.20,22.30,0.00,0.00,0.00,0.00,0.00
67.70,52.00,23.70,0.00,0.00,0.00,0.00,0.00
66.10,50.80,22.30,0.00,0.00,0.00,0.00,0.00
67.40,51.30,23.00,0.00,0.00,0.00,0.00,0.00
64.80,51.50,21.90,0.00,0.00,0.00,0.00,0.00
66.00,51.00,22.70,0.00,0.00,0.00,0.00,0.00
67.70,52.30,22.70,0.00,0.00,0.00,0.00,0.00
65.50,50.20,23.60,0.00,0.00,0.00,0.00,0.00
66.60,51.30,22.30,0.00,0.00,0.00,0.00,0.00
53.30,40.00,13.30,0.00,0.00,0.00,0.00,0.00
75.60,53.00,23.70,0.00,0.00,0.00,0.00,0.00
72.80,51.80,22.90,0.00,0.00,0.00,0.00,0.00
76.70,53.70,24.00,0.00,0.00,0.00,0.00,0.00
74.80,52.80,22.30,0.00,0.00,0.00,0.00,0.00
75.30,53.00,23.30,0.00,0.00,0.00,0.00,0.00
75.40,53.20,23.60,0.00,0.00,0.00,0.00,0.00
74.00,52.00,24.00,0.00,0.00,0.00,0.00,0.00
72.80,51.20,22.30,0.00,0.00,0.00,0.00,0.00
71.30,50.70,22.00,0.00,0.00,0.00,0.00,0.00
74.70,53.00,23.00,0.00,0.00,0.00,0.00,0.00
73.70,51.50,22.60,0.00,0.00,0.00,0.00,0.00
73.60,52.00,22.60,0.00,0.00,0.00,0.00,0.00
75.40,52.80,22.90,0.00,0.00,0.00,0.00,0.00
75.00,52.70,23.00,0.00,0.00,0.00,0.00,0.00
75.40,53.20,22.90,0.00,0.00,0.00,0.00,0.00
74.70,52.30,24.30,0.00,0.00,0.00,0.00,0.00
75.10,52.80,23.30,0.00,0.00,0.00,0.00,0.00
73.00,54.30,24.00,0.00,0.00,0.00,0.00,0.00
69.50,52.80,23.60,0.00,0.00,0.00,0.00,0.00
69.40,53.00,23.60,0.00,0.00,0.00,0.00,0.00
68.40,52.50,23.60,0.00,0.00,0.00,0.00,0.00
70.00,53.70,24.00,0.00,0.00,0.00,0.00,0.00
71.40,52.80,23.60,0.00,0.00,0.00,0.00,0.00
74.70,52.70,23.00,0.00,0.00,0.00,0.00,0.00
75.40,52.80,22.60,0.00,0.00,0.00,0.00,0.00
73.30,51.70,24.00,0.00,0.00,0.00,0.00,0.00
75.40,52.80,23.20,0.00,0.00,0.00,0.00,0.00
74.70,53.00,23.00,0.00,0.00,0.00,0.00,0.00
74.80,52.20,22.60,0.00,0.00,0.00,0.00,0.00
