#reactor,perf-crimson-ms
2997.90,99.90
3023.50,97.70
3010.70,97.30
3012.10,97.70
3021.90,97.70
3011.50,97.30
3023.40,98.00
3010.70,97.30
3012.20,97.70
3020.60,97.70
3010.60,97.70
3011.50,97.30
3021.60,97.70
3009.80,97.70
3023.40,97.70
3012.50,97.70
3010.90,97.30
3023.10,97.70
3010.90,97.30
3020.70,97.70
3012.60,97.70
