#reactor,perf-crimson-ms
61.00,1.00
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
69.30,1.10
